11,1ee57665-fe2e-4092-803f-78d81ce3decd,sdf,1,6,1.00,7,1,2024-02-16 08:19:33.542993 +00:00,,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,666666,222,223.2.2.1,37,39,3,,1,,false,0.00,3
12,61158bf5-bc19-4736-9f72-038c98df2a9f,79869,1,5,4.97,17,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,3989,192.168.1.1,37,19,2,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
13,688b8d30-eefd-4681-9c14-1f1aaedece28,35328,2,6,46.34,47,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,1866,192.168.1.1,37,19,2,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
14,8843bab5-111a-4f3d-b1ea-0ee0a44f5aa1,87143,2,3,60.76,88,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,6918,192.168.1.1,37,19,2,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
15,d4250d80-12fd-4bb2-8285-0a21408c6ca8,36226,2,3,68.51,89,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,7357,192.168.1.1,37,19,2,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
16,4fcbcf0a-e39e-4866-8562-b3d436ce8132,18628,2,7,76.97,88,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,7943,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
17,a8738d5b-bd39-4284-b081-7c6963bc3eb1,22935,2,9,59.94,17,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,8190,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
18,52c963eb-cf4b-4ddb-8483-3164e7c4458d,29063,1,1,87.03,55,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,8937,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
19,a0aa31dc-ca1f-4762-9ec6-e49a9312766a,31433,2,3,36.06,62,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,1210,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
20,d759ac22-a6a3-4ada-b296-32a66ccb46aa,adfff,1,6,50.00,7,1,2024-02-16 08:43:34.704139 +00:00,,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,555555,34344,108.2.2.1,37,39,3,,1,,false,0.00,3
21,fcaeaccb-fe86-43cb-a8f8-c752986ac037,80526,2,8,59.50,34,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,7716,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
22,724b44c4-c433-46e5-93ba-db93a95d6ffd,90557,2,4,66.05,28,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,3587,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
23,82e61d52-2553-444d-b63d-73a504a18446,18098,1,8,11.58,91,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,5469,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
24,01dc878f-b047-48ca-9bc3-37da119927c0,86032,1,6,71.78,41,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,8015,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
25,1ea9bd60-689b-4cbe-b11c-2ca2fbe2ed7d,92685,1,3,51.41,59,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,8491,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
26,a3798bdf-f013-42c8-ac33-2143caf8d801,97369,1,2,97.21,27,1,2024-02-13 18:51:38.000000 +00:00,2024-02-14 18:54:38.000000 +00:00,0 years 0 mons 0 days 0 hours 15 mins 0.0 secs,1234567890123456,9152,192.168.1.1,37,19,1,2024-02-14 18:57:38.000000 +00:00,1,,false,0.00,
